fleet_id,record_type,timestamp,elapsed_time,trigger_channel,peak_valley_indicator,strain_gauge_1,strain_gauge_2,strain_gauge_3,strain_gauge_4,strain_gauge_5,strain_gauge_6,strain_gauge_7,strain_gauge_8,strain_gauge_9,roll_acceleration,vertical_acceleration,airspeed,pressure_altitude,flap_position,elevator_position,left_aileron_position,beacon_start_stop_recording,gear_up_and_locked,flight_id
20377,TR,14:49.3,522.33,11,V,233.93,-4720.15,-65.15,7776.11,0,1255.55,-2.96,-20.73,-11.84,0.06,0.92,58.3,-450.3,15.34,-2.02,2.73,1,0,201
20378,TR,14:50.2,523.16,11,P,242.82,-4652.05,-71.07,7779.07,0,1258.51,8.88,-17.77,-8.88,-0.06,1.05,58,-423.18,15.34,-2.02,2.73,1,0,201
20379,TR,14:50.6,523.58,11,V,230.97,-4660.93,-62.19,7776.11,0,1261.47,2.96,-20.73,-11.84,-0.03,0.93,58,-450.3,15.37,-2.08,2.73,1,0,201
20380,TR,14:51.3,524.33,11,P,233.93,-4708.31,-71.07,7740.58,0,1255.55,2.96,-20.73,-17.77,0.04,1.05,58,-423.18,15.34,-2.1,2.73,1,0,201
20381,PE,14:51.8,524.8,,,233.93,-4669.81,-71.07,7755.38,0,1261.47,11.84,-17.77,-11.84,-0.03,0.99,58,-504.56,15.34,-2.1,2.73,1,0,201
20382,TR,14:52.7,525.66,11,V,230.97,-4681.66,-53.3,7755.38,0,1267.39,-5.92,-20.73,-11.84,-0.02,0.93,58,-450.3,15.34,-2.13,2.73,1,0,201
20383,TR,14:53.5,526.53,11,P,230.97,-5010.35,-68.11,7681.35,0,1258.51,0,-17.77,-14.81,-0.02,1.06,58.61,-450.3,15.36,-2.08,2.73,1,0,201
20384,TR,14:55.0,527.96,11,V,230.97,-4681.66,-59.22,7731.69,0,1255.55,-11.84,-14.81,-17.77,-0.07,0.93,58,-477.43,15.36,-2.18,2.73,1,0,201
20385,TR,14:56.8,529.83,11,P,242.82,-4720.15,-53.3,7731.69,0,1261.47,-2.96,-17.77,-14.81,0.01,1.08,58.61,-423.18,15.33,-2.13,2.85,1,0,201
20386,PE,15:06.8,539.8,,,242.82,-4560.25,-53.3,7793.88,0,1267.39,2.96,-20.73,-8.88,-0.13,0.98,58.61,-368.92,15.34,-2.1,2.73,1,0,201
20387,TR,15:12.5,545.53,11,V,228.01,-4586.9,-59.22,7796.84,0,1261.47,-5.92,-23.69,-5.92,-0.08,0.93,57.07,-477.43,15.36,-2.08,2.73,1,0,201
20388,TR,15:13.3,546.28,11,P,228.01,-4444.76,-71.07,7784.99,0,1261.47,-5.92,-32.57,2.96,0,1.05,58.61,-423.18,15.34,-2.1,2.73,1,0,201
20389,TR,15:14.0,546.96,11,V,239.86,-4486.22,-65.15,7770.19,0,1258.51,-2.96,-26.65,-11.84,-0.1,0.93,58,-450.3,15.36,-2.08,2.73,1,0,201
20390,TR,15:17.2,550.23,11,P,230.97,-4518.79,-62.19,7734.65,0,1255.55,2.96,-20.73,-11.84,-0.09,1.06,58.3,-477.43,15.36,-2.08,2.73,1,0,201
20391,TR,15:19.2,552.21,11,V,230.97,-4572.09,-53.3,7743.54,0,1261.47,-11.84,-26.65,-2.96,0.16,0.93,57.38,-450.3,15.33,-2.08,2.73,1,0,201
20392,PE,15:21.8,554.8,,,251.7,-4358.89,-56.26,7764.27,0,1279.24,-11.84,-32.57,5.92,-0.09,1.01,58.92,-450.3,15.33,-2.1,3.03,1,0,201
20393,TR,15:24.5,557.51,11,P,198.4,-4388.5,-41.46,7728.73,0,1308.85,-32.57,-11.84,-23.69,-0.27,1.06,57.07,-504.56,15.32,-2.05,3.03,1,0,201
20394,TR,15:24.7,557.73,11,V,192.48,-4557.29,-41.46,7708,0,1297.01,23.69,-20.73,-8.88,0.11,0.92,56.15,-450.3,15.3,-2.1,2.97,1,0,201
20395,TR,15:26.6,559.61,11,P,233.93,-4308.55,-62.19,7737.62,0,1267.39,-5.92,-20.73,-8.88,-0.15,1.06,55.22,-450.3,15.34,-2.1,2.97,1,0,201
20396,TR,15:31.7,564.71,11,V,254.66,-4187.14,-88.84,7708,0,1261.47,-5.92,-17.77,-17.77,-0.1,0.93,57.69,-396.05,15.32,-2.05,3,1,0,201
20397,TR,15:32.8,565.81,11,P,239.86,-4397.38,-71.07,7699.12,0,1258.51,0,-11.84,-14.81,-0.01,1.04,58.92,-341.8,15.3,-2.1,2.91,1,0,201
20398,TR,15:35.5,568.46,11,V,236.9,-4225.63,-76.99,7681.35,0,1264.43,5.92,-8.88,-20.73,0.03,0.93,54.3,-423.18,15.33,-2.05,2.94,1,0,201
20399,PE,15:36.8,569.8,,,230.97,-4219.71,-71.07,7648.78,0,1270.35,-11.84,-14.81,-17.77,-0.11,0.99,54.3,-450.3,15.36,-2.1,2.91,1,0,201
20400,PE,15:51.8,584.8,,,219.13,-4151.6,-76.99,7556.98,0,1267.39,-11.84,-17.77,-8.88,-0.05,0.99,56.46,-477.43,15.32,-2.02,2.94,1,0,201
20401,PE,16:06.8,599.8,,,225.05,-4071.65,-53.3,7524.41,0,1267.39,0,-5.92,-5.92,-0.09,1,53.07,-396.05,15.34,-2.1,3.06,1,0,201
20402,PE,16:21.8,614.8,,,213.21,-3944.32,-53.3,7687.28,0,1270.35,0,2.96,-5.92,-0.05,1,55.84,-450.3,15.34,-2.08,3.12,1,0,201
20403,PE,16:36.8,629.8,,,219.13,-3929.51,-53.3,7755.38,0,1267.39,8.88,2.96,-5.92,-0.01,0.99,54.3,-504.56,15.37,-2.05,2.91,1,0,201
20404,PE,16:51.8,644.8,,,219.13,-3716.31,-59.22,7784.99,0,1267.39,5.92,5.92,0,-0.02,0.99,57.69,-477.43,15.36,-2.08,2.94,1,0,201
20405,PE,17:06.8,659.8,,,216.17,-3636.35,-53.3,7844.22,0,1273.32,8.88,8.88,0,-0.02,0.99,58.61,-423.18,15.32,-2.02,2.94,1,0,201
20406,PE,17:21.8,674.8,,,228.01,-3529.75,-59.22,7811.65,0,1252.59,2.96,2.96,-2.96,-0.03,0.99,56.76,-450.3,15.33,-2.13,2.97,1,0,201
20407,PE,17:36.8,689.8,,,225.05,-3449.8,-68.11,7767.23,0,1258.51,0,-2.96,-5.92,0.02,1,57.07,-423.18,15.34,-2.18,2.91,1,0,201
20408,PE,17:51.8,704.8,,,219.13,-3331.35,-71.07,7793.88,0,1252.59,0,-11.84,-8.88,-0.05,0.99,57.38,-504.56,15.36,-2.08,2.91,1,0,201
20409,PE,18:06.8,719.8,,,219.13,-3227.71,-71.07,7850.14,0,1252.59,0,-14.81,-2.96,-0.04,0.98,56.15,-477.43,15.34,-2.08,3,1,0,201
20410,PE,18:21.8,734.8,,,216.17,-3141.83,-71.07,7844.22,0,1255.55,0,-8.88,-2.96,-0.01,1,56.46,-450.3,15.32,-2.13,2.94,1,0,201
20411,PE,18:36.8,749.8,,,216.17,-3044.11,-68.11,7734.65,0,1249.63,0,-14.81,-8.88,-0.01,0.99,56.76,-477.43,15.34,-2.13,2.91,1,0,201
20412,PE,18:51.8,764.8,,,216.17,-2910.86,-76.99,7737.62,0,1246.67,0,-14.81,-14.81,-0.06,0.99,56.46,-423.18,15.34,-2.1,2.91,1,0,201
20413,PE,19:06.8,779.8,,,213.21,-2836.83,-71.07,7702.08,0,1252.59,0,-14.81,-2.96,-0.04,0.99,56.15,-477.43,15.34,-2.1,3.03,1,0,201
20414,PE,19:21.8,794.8,,,204.32,-2739.11,-62.19,7636.93,0,1249.63,-2.96,-14.81,-17.77,0,0.99,57.69,-450.3,15.36,-2.08,2.94,1,0,201
20415,PE,19:36.8,809.8,,,201.36,-3058.92,-53.3,7367.47,0,1246.67,0,-29.61,0,0.06,0.99,57.69,-450.3,15.34,-2.1,2.97,1,0,201
20416,TR,19:44.1,817.06,11,P,216.17,-2546.63,-85.87,7453.34,0,1252.59,0,-29.61,-2.96,-0.13,1.06,58.61,-423.18,15.34,-2.13,3.03,1,0,201
20417,PE,19:51.8,824.8,,,216.17,-2487.41,-71.07,7482.95,0,1249.63,2.96,-29.61,0,-0.1,0.99,58.3,-504.56,15.32,-2.05,2.97,1,0,201
20418,PE,20:06.8,839.8,,,213.21,-2357.12,-82.91,7512.56,0,1237.78,-8.88,-29.61,-8.88,0.05,0.99,58.61,-423.18,15.34,-12.45,-2.39,1,0,201
20419,PE,20:21.8,854.8,,,207.28,-2217.94,-94.76,7530.33,0,1240.74,-11.84,-8.88,-26.65,-0.02,0.99,58.3,-504.56,15.33,-12.45,-0.4,1,0,201
20420,PE,20:36.8,869.8,,,204.32,-2096.53,-94.76,7509.6,0,1243.7,-8.88,-20.73,-20.73,-0.05,1,57.69,-450.3,15.34,-12.42,0.68,1,0,201
20421,PE,20:51.8,884.8,,,201.36,-2034.34,-100.68,7479.99,0,1240.74,-14.81,-20.73,-20.73,-0.03,0.99,58,-450.3,15.33,-12.47,0.68,1,0,201
20422,PE,21:06.8,899.8,,,195.44,-1957.35,-91.8,7471.11,0,1240.74,-5.92,-20.73,-17.77,0,1,56.46,-450.3,15.34,-12.47,0.8,1,0,201
20423,PE,21:21.8,914.8,,,171.75,-1909.97,-76.99,7515.53,0,1249.63,11.84,-23.69,-26.65,0.04,0.99,58,-450.3,15.36,-12.5,1.13,1,0,201
20424,TR,21:24.9,917.91,11,V,174.71,-2143.91,-59.22,7536.25,0,1252.59,74.03,0,-44.42,0.01,0.92,62,-423.18,15.33,-12.58,1.53,1,0,201
20425,TR,21:25.0,917.98,11,P,174.71,-2140.95,-44.42,7539.22,0,1243.7,-59.22,-38.5,-5.92,0.08,1.04,62,-423.18,15.34,-12.35,1.5,1,0,201
20426,TR,21:25.1,918.06,11,V,177.67,-2161.68,-56.26,7530.33,0,1237.78,94.76,-8.88,-38.5,0.08,0.93,62.31,-450.3,15.37,-12.32,1.56,1,0,201
20427,TR,21:25.3,918.26,11,P,171.75,-2129.1,-41.46,7556.98,0,1243.7,-35.53,-29.61,-26.65,0.06,1.04,62.31,-423.18,15.37,-12.4,1.56,1,0,201
20428,TR,21:25.7,918.66,11,V,165.83,-1972.16,-47.38,7565.87,0,1252.59,94.76,-8.88,-35.53,0,0.9,63.23,-396.05,15.36,-12.47,1.59,1,0,201
20429,TR,21:25.7,918.73,11,P,171.75,-2004.73,-41.46,7562.9,0,1243.7,-47.38,-35.53,-5.92,-0.05,1.03,63.23,-341.8,15.33,-12.4,1.71,1,0,201
20430,TR,21:25.8,918.83,11,V,171.75,-2001.77,-65.15,7556.98,0,1249.63,35.53,-5.92,-44.42,-0.02,0.9,62.62,-423.18,15.34,-12.58,1.71,1,0,201
20431,TR,21:25.9,918.88,11,P,156.94,-1978.08,-59.22,7565.87,0,1243.7,-68.11,-23.69,-23.69,0.05,1.04,62.62,-477.43,15.33,-12.4,1.65,1,0,201
20432,TR,21:26.3,919.26,11,V,180.63,-1978.08,-59.22,7589.56,0,1237.78,29.61,-29.61,-14.81,-0.04,0.91,62.62,-450.3,15.33,-12.4,1.68,1,0,201
20433,TR,21:26.3,919.31,11,P,186.56,-1981.04,-56.26,7598.44,0,1240.74,-11.84,0,-47.38,-0.08,1.03,63.23,-450.3,15.36,-12.37,1.74,1,0,201
20434,TR,21:26.4,919.43,11,V,180.63,-1992.89,-44.42,7598.44,0,1246.67,23.69,-32.57,-2.96,-0.05,0.93,63.23,-450.3,15.33,-12.32,1.77,1,0,201
20435,TR,21:26.7,919.66,11,P,177.67,-1992.89,-41.46,7610.28,0,1243.7,-50.34,-17.77,-29.61,-0.03,1.06,63.54,-450.3,15.36,-12.53,1.77,1,0,201
20436,TR,21:27.6,920.58,11,V,174.71,-1975.12,-65.15,7633.97,0,1255.55,5.92,-11.84,-38.5,-0.16,0.93,63.85,-450.3,15.34,-12.3,1.86,1,0,201
20437,TR,21:27.6,920.63,11,P,162.87,-1969.2,-59.22,7631.01,0,1255.55,23.69,-8.88,-32.57,-0.06,1.04,64.47,-423.18,15.34,-12.4,1.95,1,0,201
20438,TR,21:27.7,920.68,11,V,159.9,-1978.08,-53.3,7625.09,0,1234.82,14.81,-26.65,-26.65,0.17,0.92,64.47,-477.43,15.36,-12.32,1.89,1,0,201
20439,TR,21:27.9,920.86,11,P,186.56,-1992.89,-41.46,7642.86,0,1252.59,-44.42,2.96,-47.38,-0.11,1.06,64.47,-396.05,15.32,-12.42,1.89,1,0,201
20440,TR,21:28.1,921.11,11,V,171.75,-1992.89,-50.34,7654.7,0,1264.43,-8.88,-32.57,-26.65,0,0.91,64.77,-423.18,15.37,-12.4,1.89,1,0,201
20441,TR,21:28.2,921.16,11,P,168.79,-2016.58,-23.69,7660.62,0,1237.78,-38.5,-8.88,-38.5,0.1,1.06,65.08,-423.18,15.34,-12.35,1.89,1,0,201
20442,TR,21:28.2,921.21,11,V,180.63,-2019.54,-35.53,7672.47,0,1255.55,65.15,-14.81,-32.57,-0.05,0.88,65.7,-450.3,15.34,-12.12,1.92,1,0,201
20443,TR,21:28.3,921.33,11,P,168.79,-1995.85,-47.38,7675.43,0,1246.67,-32.57,-14.81,-35.53,0.07,1.03,65.08,-450.3,15.33,-12.22,1.95,1,0,201
20444,TR,21:28.4,921.41,11,V,168.79,-1981.04,-35.53,7660.62,0,1255.55,14.81,-32.57,-14.81,0.03,0.93,65.39,-396.05,15.34,-12.32,1.95,1,0,201
20445,TR,21:28.5,921.46,11,P,159.9,-2016.58,-29.61,7672.47,0,1249.63,-38.5,-20.73,-29.61,-0.01,1.05,65.08,-423.18,15.36,-12.42,1.95,1,0,201
20446,TR,21:28.8,921.81,11,V,180.63,-2010.65,-20.73,7669.51,0,1249.63,71.07,14.81,-65.15,0.03,0.93,65.7,-423.18,15.34,-12.3,2.04,1,0,201
20447,TR,21:29.0,922.03,11,P,174.71,-1998.81,-38.5,7675.43,0,1243.7,2.96,5.92,-56.26,-0.05,1.02,66.01,-450.3,15.34,-12.24,1.98,1,0,201
20448,TR,21:29.3,922.33,11,V,168.79,-2001.77,-29.61,7696.16,0,1267.39,71.07,8.88,-65.15,-0.16,0.9,66.93,-341.8,15.33,-12.14,2.01,1,0,201
20449,TR,21:29.6,922.61,11,P,180.63,-2063.96,0,7672.47,0,1270.35,-17.77,-32.57,-14.81,-0.08,1.04,66.62,-477.43,15.33,-12.14,2.01,1,0,201
20450,TR,21:29.8,922.81,11,V,177.67,-2001.77,-14.81,7696.16,0,1252.59,32.57,-20.73,-32.57,-0.08,0.93,66.62,-450.3,15.36,-11.76,2.01,1,0,201
20451,TR,21:30.6,923.63,11,P,198.4,-2001.77,-23.69,7755.38,0,1261.47,-41.46,-2.96,-53.3,0.12,1.04,68.16,-477.43,15.33,-11.61,2.01,1,0,201
20452,TR,21:30.9,923.86,11,V,192.48,-2004.73,-23.69,7761.31,0,1261.47,65.15,26.65,-79.95,-0.02,0.89,68.47,-423.18,15.36,-11.32,2.01,1,0,201
20453,TR,21:30.9,923.93,11,P,183.59,-2025.46,-23.69,7764.27,0,1273.32,-68.11,-26.65,-23.69,-0.11,1.08,68.47,-368.92,15.34,-11.38,2.01,1,0,201
20454,TR,21:31.0,923.98,11,V,189.52,-2019.54,-11.84,7761.31,0,1267.39,112.53,8.88,-62.19,0.12,0.92,68.78,-477.43,15.33,-11.17,2.01,1,0,201
20455,TR,21:31.1,924.06,11,P,192.48,-2004.73,-23.69,7767.23,0,1249.63,-74.03,-23.69,-29.61,0.02,1.06,68.78,-396.05,15.37,-11.27,2.04,1,0,201
20456,TR,21:31.1,924.11,11,V,183.59,-2040.27,-23.69,7761.31,0,1261.47,82.91,35.53,-82.91,-0.06,0.93,69.39,-477.43,15.32,-11.02,2.1,1,0,201
20457,TR,21:31.2,924.23,11,P,195.44,-2031.38,2.96,7787.96,0,1258.51,-23.69,2.96,-50.34,-0.07,1.02,69.39,-477.43,15.33,-11.17,2.01,1,0,201
20458,TR,21:31.5,924.48,11,V,192.48,-4056.84,-14.81,7773.15,0,1243.7,41.46,2.96,-53.3,-0.09,0.91,70.01,-450.3,15.34,-11.25,2.01,1,0,201
20459,TR,21:31.6,924.63,11,P,195.44,-3591.94,-8.88,7802.76,0,1273.32,35.53,14.81,-62.19,-0.22,1.05,70.01,-423.18,15.33,-11.27,2.04,1,0,201
20460,TR,21:32.1,925.08,11,V,186.56,-3488.29,-29.61,7820.53,0,1273.32,26.65,-8.88,-44.42,-0.02,0.93,70.93,-423.18,15.36,-10.76,2.01,1,0,201
20461,TR,21:32.3,925.33,11,P,180.63,-3053,-23.69,7841.26,0,1285.16,35.53,-2.96,-41.46,-0.12,1.04,72.17,-423.18,15.34,-10.69,2.07,1,0,201
20462,TR,21:32.4,925.36,11,V,189.52,-3017.46,-20.73,7823.49,0,1273.32,35.53,-2.96,-50.34,-0.16,0.92,72.48,-450.3,15.33,-10.63,1.98,1,0,201
20463,TR,21:32.6,925.63,11,P,210.25,-2993.77,5.92,7844.22,0,1285.16,-5.92,-17.77,-29.61,-0.01,1.06,72.78,-368.92,15.33,-10.66,2.1,1,0,201
20464,TR,21:32.7,925.68,11,V,183.59,-2976.01,-11.84,7850.14,0,1285.16,50.34,14.81,-68.11,0.07,0.93,72.78,-368.92,15.36,-10.66,2.01,1,0,201
20465,TR,21:32.7,925.73,11,P,186.56,-2993.77,-11.84,7853.1,0,1297.01,26.65,-2.96,-53.3,-0.09,1.04,72.17,-396.05,15.33,-10.58,2.01,1,0,201
20466,TR,21:32.9,925.93,11,V,192.48,-2910.86,2.96,7856.06,0,1302.93,47.38,0,-53.3,-0.02,0.93,72.17,-450.3,15.36,-10.53,2.07,1,0,201
20467,TR,21:33.0,925.98,11,P,201.36,-2916.78,0,7847.18,0,1285.16,5.92,-23.69,-23.69,0.05,1.04,72.48,-396.05,15.34,-10.56,2.04,1,0,201
20468,TR,21:33.0,926.01,11,V,207.28,-2922.7,2.96,7832.37,0,1279.24,17.77,2.96,-56.26,0.1,0.91,72.78,-423.18,15.33,-10.53,2.04,1,0,201
20469,TR,21:33.7,926.71,11,P,195.44,-2691.73,11.84,7903.44,0,1297.01,20.73,-2.96,-35.53,-0.3,1.08,74.63,-450.3,15.33,-10.35,2.04,1,0,201
20470,TR,21:33.9,926.93,11,V,204.32,-2585.13,11.84,7906.4,0,1311.81,29.61,14.81,-62.19,-0.1,0.92,75.86,-477.43,15.33,-10.33,2.07,1,0,201
20471,TR,21:34.0,926.98,11,P,210.25,-2617.7,29.61,7930.09,0,1311.81,0,8.88,-59.22,0.24,1.11,75.56,-450.3,15.37,-10.23,2.01,1,0,201
20472,TR,21:34.5,927.48,11,V,219.13,-2582.17,17.77,7921.21,0,1288.12,23.69,11.84,-65.15,-0.19,0.89,76.79,-423.18,15.34,-9.87,2.1,1,0,201
20473,TR,21:35.3,928.28,11,P,210.25,-2360.08,17.77,7992.28,0,1297.01,29.61,20.73,-65.15,0.01,1.05,78.33,-450.3,15.36,-9.59,2.1,1,0,201
20474,TR,21:35.6,928.61,11,V,216.17,-2428.18,11.84,8013.01,0,1320.7,82.91,14.81,-65.15,0.11,0.93,80.48,-396.05,15.34,-9.54,2.1,1,0,201
20475,TR,21:35.7,928.66,11,P,213.21,-2457.8,23.69,8007.08,0,1317.73,8.88,-2.96,-47.38,-0.11,1.01,79.56,-423.18,15.34,-9.49,2.1,1,0,201
20476,TR,21:35.8,928.78,11,V,225.05,-2525.9,11.84,8010.05,0,1320.7,65.15,11.84,-62.19,-0.02,0.93,80.18,-396.05,15.34,-9.46,2.1,1,0,201
20477,TR,21:35.9,928.91,11,P,225.05,-2466.68,32.57,8013.01,0,1311.81,47.38,29.61,-88.84,-0.04,1.01,81.1,-368.92,15.34,-9.46,2.01,1,0,201
20478,TR,21:36.0,928.96,11,V,219.13,-2472.6,32.57,8015.97,0,1305.89,65.15,20.73,-74.03,0.02,0.9,80.18,-368.92,15.36,-9.54,2.04,1,0,201
20479,PE,21:36.8,929.8,,,222.09,-2309.74,41.46,8030.77,0,1326.62,26.65,8.88,-59.22,-0.16,0.99,82.64,-450.3,15.34,-9.26,2.1,1,0,201
20480,TR,21:39.1,932.08,11,P,254.66,-2135.03,71.07,8146.26,0,1326.62,62.19,35.53,-85.87,-0.07,1.05,89.11,-341.8,15.36,-8.74,2.13,1,0,201
20481,TR,21:39.9,932.91,11,V,263.55,-2135.03,82.91,8169.95,0,1341.42,82.91,32.57,-82.91,0.12,0.92,93.42,-450.3,15.36,-8.23,2.13,1,0,201
20482,TR,21:40.0,932.96,11,P,269.47,-2135.03,82.91,8178.83,0,1344.38,82.91,50.34,-103.64,0,1.02,94.35,-368.92,15.33,-8.34,2.13,1,0,201
20483,TR,21:40.1,933.11,11,V,260.59,-2146.87,85.87,8181.8,0,1344.38,94.76,56.26,-118.45,-0.04,0.92,94.96,-450.3,15.34,-8.31,2.1,1,0,201
20484,TR,21:40.6,933.63,11,P,263.55,-2140.95,100.68,8193.64,0,1350.31,53.3,-20.73,-20.73,0.05,1.03,97.43,-368.92,15.32,-8.03,2.22,1,0,201
20485,TR,21:40.7,933.66,11,V,260.59,-2149.83,97.72,8181.8,0,1350.31,56.26,0,-50.34,-0.2,0.92,97.74,-396.05,15.36,-8,2.22,1,0,201
20486,TR,21:40.8,933.83,11,P,269.47,-2126.14,103.64,8193.64,0,1359.19,88.84,-8.88,-38.5,0.14,1.05,98.66,-477.43,15.37,-8,2.25,1,0,201
20487,TR,21:40.9,933.86,11,V,269.47,-2170.56,106.6,8193.64,0,1350.31,65.15,-2.96,-47.38,-0.06,0.93,98.35,-396.05,15.33,-8.05,2.25,1,0,201
20488,TR,21:41.1,934.11,11,P,278.35,-2111.34,100.68,8214.37,0,1356.23,59.22,14.81,-56.26,0.07,1.05,99.58,-396.05,15.34,-7.82,2.22,1,0,201
20489,TR,21:41.3,934.33,11,V,275.39,-2137.99,106.6,8235.1,0,1368.07,82.91,32.57,-88.84,-0.23,0.93,100.2,-396.05,15.34,-7.82,2.25,1,0,201
20490,TR,21:41.4,934.38,11,P,275.39,-2129.1,97.72,8223.25,0,1359.19,53.3,23.69,-74.03,0.11,1.01,100.2,-450.3,15.33,-7.82,2.22,1,0,201
20491,TR,21:41.7,934.73,11,V,275.39,-2117.26,100.68,8249.9,0,1356.23,71.07,35.53,-88.84,-0.18,0.93,99.89,-396.05,15.34,-7.85,2.22,1,0,201
20492,TR,21:42.3,935.33,11,P,281.31,-2114.3,106.6,8267.67,0,1374,59.22,44.42,-94.76,0.02,1.07,102.36,-396.05,15.36,-7.57,2.22,1,0,201
20493,TR,21:42.4,935.43,11,V,290.2,-2253.47,112.53,8285.44,0,1368.07,74.03,23.69,-79.95,-0.19,0.92,103.28,-396.05,15.32,-7.54,2.22,1,0,201
20494,TR,21:42.5,935.48,11,P,284.28,-2197.21,112.53,8273.59,0,1359.19,65.15,20.73,-68.11,0.12,1.03,103.28,-450.3,15.34,-7.62,2.25,1,0,201
20495,TR,21:42.9,935.93,11,V,275.39,-2135.03,115.49,8264.71,0,1353.27,82.91,-2.96,-47.38,-0.15,0.9,104.82,-450.3,15.34,-7.49,2.34,1,0,201
20496,TR,21:43.1,936.08,11,P,302.04,-2105.41,133.25,8261.75,0,1368.07,76.99,14.81,-56.26,-0.04,1.03,104.21,-423.18,15.34,-7.49,2.34,1,0,201
20497,TR,21:43.4,936.36,11,V,281.31,-2120.22,118.45,8270.63,0,1368.07,82.91,23.69,-68.11,-0.08,0.92,104.21,-341.8,15.34,-7.52,2.22,1,0,201
20498,TR,21:43.4,936.41,11,P,284.28,-2182.4,121.41,8270.63,0,1365.11,74.03,26.65,-76.99,-0.14,1.01,105.44,-423.18,15.32,-7.49,2.34,1,0,201
20499,TR,21:43.4,936.43,11,V,293.16,-2161.68,121.41,8285.44,0,1365.11,74.03,23.69,-74.03,-0.02,0.93,104.82,-450.3,15.07,-7.52,2.37,1,0,201
20500,TR,21:43.5,936.46,11,P,299.08,-2152.79,121.41,8270.63,0,1374,94.76,29.61,-74.03,-0.01,1.05,105.75,-423.18,14.88,-7.49,2.25,1,0,201
20501,TR,21:43.9,936.91,11,V,299.08,-2167.6,127.33,8300.24,0,1368.07,76.99,23.69,-74.03,-0.07,0.93,108.83,-423.18,14.94,-7.39,2.25,1,0,201
20502,TR,21:44.0,937.01,11,P,287.24,-2149.83,133.25,8303.2,0,1382.88,71.07,17.77,-65.15,-0.01,1.03,109.13,-450.3,14.95,-7.39,2.25,1,0,201
20503,TR,21:44.2,937.16,11,V,305,-2194.25,142.14,8315.05,0,1379.92,74.03,-5.92,-35.53,0.12,0.93,109.75,-423.18,14.92,-7.29,2.25,1,0,201
20504,TR,21:44.2,937.18,11,P,305,-2176.48,145.1,8306.17,0,1379.92,82.91,-2.96,-35.53,0.12,1.03,109.13,-396.05,14.94,-7.31,2.25,1,0,201
20505,TR,21:44.2,937.21,11,V,293.16,-2185.37,145.1,8320.97,0,1374,94.76,0,-44.42,-0.21,0.93,109.13,-396.05,14.94,-7.34,2.22,1,0,201
20506,TR,21:44.7,937.71,11,P,313.89,-2191.29,142.14,8291.36,0,1376.96,94.76,26.65,-71.07,0.02,1.03,109.75,-423.18,14.94,-6.9,2.25,1,0,201
20507,TR,21:45.0,937.98,11,V,307.96,-2167.6,136.22,8332.82,0,1382.88,112.53,20.73,-65.15,0.09,0.93,110.98,-368.92,14.92,-6.21,2.25,1,0,201
20508,TR,21:45.5,938.46,11,P,319.81,-2203.13,171.75,8362.43,0,1418.41,142.14,50.34,-94.76,-0.05,1.04,112.83,-368.92,14.94,-4.91,2.19,1,0,201
20509,TR,21:45.6,938.61,11,V,349.42,-2197.21,204.32,8392.04,0,1436.18,153.98,29.61,-82.91,0.1,0.91,112.22,-423.18,14.95,-4.3,2.19,1,0,201
20510,TR,21:45.6,938.63,11,P,361.27,-2217.94,213.21,8386.12,0,1448.03,130.29,26.65,-74.03,-0.07,0.99,112.22,-450.3,14.94,-4.32,2.22,1,0,201
20511,TR,21:45.7,938.68,11,V,355.34,-2200.17,210.25,8395,0,1445.07,136.22,32.57,-79.95,0.1,0.9,112.83,-396.05,14.94,-4.27,2.16,1,0,201
20512,TR,21:45.8,938.81,11,P,364.23,-2324.54,207.28,8389.08,0,1439.14,130.29,20.73,-53.3,-0.32,1.09,112.83,-341.8,14.9,-4.12,2.25,1,0,201
20513,TR,21:46.1,939.11,11,V,370.15,-2185.37,213.21,8403.89,0,1445.07,168.79,17.77,-59.22,-0.11,0.87,113.76,-450.3,14.95,-3.1,2.22,1,0,201
20514,TR,21:46.4,939.41,11,P,346.46,-2244.59,213.21,8409.81,0,1442.1,207.28,-2.96,-26.65,0.11,1.05,115.3,-341.8,14.92,-1.97,2.25,1,0,201
20515,TR,21:46.7,939.71,11,V,390.88,-2235.71,225.05,8397.96,0,1436.18,189.52,8.88,-50.34,-0.2,0.91,115.3,-423.18,14.91,-1.62,2.67,1,0,201
20516,TR,21:47.0,939.98,11,P,370.15,-2265.32,248.74,8451.26,0,1477.64,201.36,2.96,-44.42,-0.28,1.06,117.14,-423.18,14.91,-0.77,3.21,1,0,201
20517,TR,21:47.2,940.16,11,V,379.03,-2271.24,260.59,8454.23,0,1471.72,216.17,-20.73,-5.92,0.01,0.92,116.53,-450.3,14.92,-0.47,3.21,1,0,201
20518,TR,21:47.2,940.18,11,P,379.03,-2348.23,263.55,8460.15,0,1477.64,219.13,-5.92,-20.73,0.09,1,116.84,-423.18,14.94,-0.47,3.18,1,0,201
20519,TR,21:47.2,940.23,11,V,417.53,-2247.55,272.43,8463.11,0,1483.56,177.67,8.88,-44.42,0.14,0.88,117.76,-423.18,14.92,-0.29,3.18,1,0,201
20520,TR,21:47.3,940.26,11,P,429.37,-2286.05,275.39,8463.11,0,1486.52,174.71,-2.96,-26.65,-0.06,0.99,117.45,-396.05,14.94,-0.18,3.21,1,0,201
